normal:2 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:2 reconnect:0 netdead=0 kickout=0
normal:4 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:5 reconnect:0 netdead=0 kickout=0
normal:6 reconnect:0 netdead=0 kickout=0
normal:6 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
normal:1 reconnect:0 netdead=0 kickout=0
